Geneid	SRR9106183	SRR9106184	SRR9106185	SRR9106186	SRR9106187	SRR9106188	SRR9106189	SRR9106190	SRR9106191	SRR9106192	SRR9106193	SRR9106194	SRR9106195	SRR9106196	SRR9106197	SRR9106198	SRR9106199	SRR9106200	SRR9106201	SRR9106202	SRR9106203	SRR9106204	SRR9106205	SRR9106206	SRR9106207	SRR9106208	SRR9106209	SRR9106210	SRR9106211	SRR9106212	SRR9106213	SRR9106214	SRR9106215	SRR9106216	SRR9106217	SRR9106218	SRR9106219	SRR9106220	SRR9106221	SRR9106222	SRR9106223	SRR9106224	SRR9106225	SRR9106226	SRR9106227	SRR9106228	SRR9106229	SRR9106230	SRR9106231	SRR9106232	SRR9106233	SRR9106234	SRR9106235	SRR9106236	SRR9106237	SRR9106238	SRR9106239	SRR9106240	SRR9106241	SRR9106242	SRR9106243	SRR9106244	SRR9106245	SRR9106246	SRR9106247	SRR9106248	SRR9106249	SRR9106250	SRR9106251	SRR9106252	SRR9106253	SRR9106254	SRR9106255
TRINITY_DN1002_c0_g1_i21.p2	6	13	8	6	6	10	2	2	4	5	1	2	0	9	8	11	9	1	0	0	0	0	1	0	1	0	15	12	6	6	3	3	0	4	0	14	21	16	3	5	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN1002_c0_g1_i22.p1	8	7	3	1	5	5	1	0	3	1	0	5	3	3	0	2	0	0	0	1	1	0	0	0	3	0	2	4	7	1	0	1	0	1	0	5	3	6	1	2	0	5	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN1002_c0_g1_i29.p1	7	4	3	1	4	2	3	3	2	0	1	1	0	1	1	1	4	0	0	0	0	0	0	2	0	0	6	4	3	2	2	2	0	2	1	5	4	8	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN1002_c0_g1_i31.p2	2	0	1	1	1	1	1	0	0	1	1	0	1	1	4	1	1	1	0	0	0	0	0	0	0	0	3	0	2	2	1	0	0	2	0	8	7	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN1002_c0_g1_i37.p1	2	3	2	5	5	2	3	2	1	0	2	1	1	0	2	4	6	0	0	1	0	0	0	2	0	0	1	2	3	4	2	1	3	1	1	5	7	6	1	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN1002_c0_g1_i44.p3	2	3	6	0	8	3	5	0	0	0	0	0	0	1	3	6	5	0	0	0	0	0	1	0	0	0	2	6	2	1	0	0	0	0	0	15	10	8	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN1002_c0_g1_i47.p3	3	2	1	1	3	5	3	0	0	1	1	0	1	4	7	6	5	1	0	0	0	0	0	1	0	0	3	1	2	1	0	0	2	0	0	9	16	10	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN1002_c0_g1_i55.p1	1	3	0	7	1	2	2	0	1	0	0	1	0	2	3	1	1	0	0	0	0	0	2	0	0	0	2	7	7	3	0	0	1	0	0	11	4	7	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN1002_c0_g1_i57.p2	6	9	5	7	6	10	1	1	4	3	0	2	0	10	9	11	6	1	0	0	0	0	1	0	1	0	16	15	7	7	4	2	1	3	0	12	20	15	2	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN1002_c0_g1_i60.p2	2	3	2	2	4	3	3	0	2	0	1	1	0	0	1	3	7	0	0	0	0	0	0	0	0	0	3	6	2	2	0	1	0	0	1	4	11	6	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN1002_c0_g1_i64.p2	2	3	0	2	4	1	1	0	0	0	0	0	0	1	1	2	2	0	0	0	0	0	0	0	0	0	1	1	2	1	0	0	0	0	0	6	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TRINITY_DN1002_c0_g1_i65.p4	2	0	0	2	1	2	1	1	0	0	1	0	1	2	6	2	2	1	0	0	0	0	0	0	0	0	3	2	3	1	0	0	0	1	0	6	7	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN1002_c0_g1_i73.p1	1	3	2	4	4	2	2	1	0	0	3	0	1	0	1	3	5	0	0	1	1	0	0	0	0	0	3	2	3	3	1	0	3	2	0	4	7	8	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN1002_c0_g1_i75.p2	2	3	0	2	4	1	1	0	0	0	0	0	0	1	1	2	2	0	0	0	0	0	0	0	0	0	1	1	2	1	0	0	0	0	0	6	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TRINITY_DN1002_c0_g1_i79.p3	5	2	0	4	4	5	2	0	0	0	2	0	2	1	4	3	4	1	0	1	0	0	0	0	0	0	6	1	4	4	1	1	2	0	0	10	8	9	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN1002_c0_g3_i2.p1	19	4	9	11	6	16	12	9	2	0	2	9	7	9	3	5	3	0	4	1	2	3	2	0	6	0	6	11	12	12	4	7	5	10	0	13	14	10	3	9	4	3	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN10032_c0_g1_i17.p1	1	2	1	1	0	2	1	1	0	0	0	2	0	1	2	1	1	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	3	0	0	0	1	2	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TRINITY_DN1003_c0_g1_i13.p1	0	1	3	2	2	2	5	2	3	0	1	0	0	4	2	4	2	0	2	0	0	0	0	1	1	1	5	6	2	1	1	2	4	4	4	3	6	7	3	2	1	6	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN1003_c0_g1_i14.p4	4	1	2	0	0	2	0	0	2	0	2	1	0	1	2	0	2	1	2	1	2	1	0	0	0	1	5	4	3	1	1	0	3	2	1	2	3	2	0	1	1	6	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN1003_c0_g1_i31.p1	0	0	1	0	1	1	3	2	3	0	1	0	0	3	2	0	1	0	2	0	0	0	0	1	1	1	2	5	1	1	0	0	4	1	3	0	3	3	1	1	0	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN1003_c0_g1_i41.p1	0	0	4	0	1	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	3	1	3	0	0	0	1	1	0	6	2	6	0	2	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN10040_c0_g1_i14.p1	2	4	0	0	1	1	2	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	5	0	1	2	0	0	0	0	0	2	0	4	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN1005_c0_g1_i15.p1	14	4	2	5	6	2	4	2	1	0	2	1	0	3	1	1	0	0	0	0	0	1	0	0	0	0	4	10	1	2	0	2	0	0	0	8	8	9	0	4	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN1005_c0_g1_i44.p2	5	5	1	5	2	4	0	0	1	0	2	2	0	2	3	1	5	0	1	1	0	1	0	2	0	0	1	5	2	1	0	0	0	0	0	10	5	11	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN1005_c0_g1_i46.p1	5	2	2	0	3	3	6	4	0	0	3	2	4	2	2	0	0	1	0	0	0	0	2	0	0	0	3	4	9	2	0	1	4	0	0	2	7	6	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN1005_c0_g1_i47.p2	4	5	7	6	4	2	3	2	1	3	0	1	5	5	1	3	1	0	1	1	3	5	4	4	0	3	1	2	5	1	2	2	1	3	0	5	5	4	1	5	5	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN1005_c0_g1_i62.p2	3	5	8	6	4	2	3	2	1	4	1	2	5	5	3	3	2	0	1	2	2	4	5	5	1	3	5	1	6	1	4	3	1	2	0	6	5	4	1	5	5	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TRINITY_DN1005_c0_g1_i67.p4	1	2	0	2	2	1	4	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0	2	2	0	0	0	1	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN10063_c0_g1_i4.p1	0	1	2	2	2	0	0	0	0	1	0	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	3	3	0	2	0	1	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN1006_c0_g1_i30.p2	4	14	15	12	15	9	5	1	0	2	0	2	0	22	17	12	11	1	0	0	0	0	0	0	0	0	14	9	5	7	1	0	0	0	0	20	32	24	10	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN1006_c0_g1_i49.p1	9	17	13	15	29	12	8	2	0	2	2	1	0	23	23	15	21	0	0	0	0	0	0	0	0	0	14	14	7	6	2	0	1	1	0	16	37	28	9	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN1006_c0_g1_i51.p1	8	14	12	15	23	11	12	0	0	4	1	1	1	27	20	21	20	1	0	0	0	0	0	0	0	0	15	14	11	9	0	0	0	0	0	17	38	33	8	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN1006_c0_g1_i7.p2	9	22	17	18	26	16	13	1	0	4	1	3	1	34	24	23	22	1	0	0	0	0	0	0	0	0	19	15	10	8	1	0	0	0	0	26	41	37	11	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN1006_c0_g1_i8.p2	7	8	9	9	14	7	7	0	0	3	1	1	1	20	12	16	7	1	0	0	0	0	0	0	0	0	12	10	7	5	0	0	0	0	0	14	29	29	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN100746_c0_g1_i1.p1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN10075_c0_g2_i1.p3	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN10075_c0_g2_i10.p1	3	0	1	1	1	1	0	1	1	2	0	1	1	2	2	2	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	4	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN10079_c0_g1_i2.p1	1	0	1	0	1	0	2	0	0	0	3	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	1	3	1	2	0	0	1	0	2	2	11	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN1007_c0_g1_i1.p1	2	4	8	4	1	6	3	2	3	4	3	5	0	1	1	2	1	1	4	4	4	3	1	0	2	0	0	1	3	0	0	3	0	0	0	0	0	2	0	2	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN1007_c0_g1_i17.p1	1	1	1	0	4	1	1	0	1	0	1	2	0	1	0	0	2	0	0	0	0	0	2	0	0	0	0	1	1	1	0	0	0	1	0	1	1	2	1	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN1007_c0_g1_i5.p1	4	5	8	6	3	11	4	3	5	5	5	6	2	1	2	4	2	0	2	8	2	4	6	1	2	1	3	1	1	0	1	4	1	2	0	4	3	1	0	6	2	5	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN1007_c0_g1_i9.p1	2	1	2	1	2	0	1	0	3	2	1	1	0	0	2	1	3	0	3	0	3	0	3	2	1	0	1	0	5	0	0	1	2	3	1	2	1	2	1	0	0	1	2	0	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN1008_c0_g1_i2.p2	1	1	1	2	0	1	3	0	0	0	0	0	1	0	7	1	2	0	0	0	0	0	0	0	0	0	2	1	3	2	1	0	2	0	0	8	6	12	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN1008_c0_g1_i5.p2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	3	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN100905_c0_g1_i4.p2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	1	0	0	1	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN1009_c0_g1_i1.p3	12	6	4	3	6	4	2	1	0	3	0	2	3	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN1009_c0_g1_i2.p2	19	14	13	14	15	15	11	5	3	3	5	4	4	3	2	2	3	0	0	0	0	0	0	3	2	0	1	2	2	4	0	1	0	1	0	7	2	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN1009_c0_g1_i4.p4	12	6	4	3	6	4	2	1	0	4	0	2	3	1	0	1	0	0	0	0	0	0	0	0	2	0	1	1	0	1	0	1	1	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN1009_c0_g1_i7.p1	6	7	8	7	7	13	5	4	4	1	1	0	3	3	1	1	0	0	0	0	0	0	0	2	0	0	5	0	1	2	1	2	0	0	0	7	2	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN100_c0_g2_i1.p1	20	23	31	18	17	24	19	2	1	1	2	2	0	1730	1793	1767	1861	160	8	10	2	10	16	7	14	2	101	106	100	61	5	6	4	7	1	79	67	83	7	0	1	0	0	0	3	0	2	1	0	1	0	233	253	241	244	249	126	4	4	2	2	2	1	4	0	1	0	0	0	0	0	0	0
TRINITY_DN100_c1_g1_i1.p2	2	1	0	2	0	0	1	0	0	1	0	0	0	61	55	54	51	5	0	0	1	0	0	0	0	0	9	7	5	3	1	1	0	0	0	2	3	4	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN100_c1_g1_i2.p1	7	9	7	7	4	5	9	0	2	1	0	0	0	518	505	518	485	42	1	0	2	0	0	0	0	0	78	70	77	32	4	5	4	1	1	35	35	42	5	1	1	1	0	0	0	0	0	0	0	0	0	12	25	27	21	24	14	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
TRINITY_DN1010_c0_g1_i20.p1	1	3	4	2	3	0	2	0	0	0	0	0	0	3	0	1	2	0	0	0	0	0	0	0	0	0	14	2	6	4	0	0	0	0	2	16	17	16	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN1010_c0_g1_i22.p3	0	2	0	1	0	0	1	0	1	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	4	1	2	0	0	0	0	0	1	6	3	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN1010_c0_g1_i24.p1	0	2	1	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	3	0	5	1	0	0	0	0	1	11	4	5	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN1010_c0_g1_i32.p1	1	1	0	2	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	3	0	3	0	0	1	0	0	1	7	1	3	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN1010_c0_g1_i36.p2	0	0	0	0	0	1	0	0	1	0	0	0	0	4	3	2	1	0	1	0	0	0	2	0	0	0	3	3	0	1	1	1	2	1	0	5	2	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN1010_c0_g1_i37.p1	0	2	3	1	1	0	0	0	0	0	0	0	0	2	0	1	2	0	0	0	0	0	0	0	0	0	5	1	6	1	0	0	0	0	2	13	9	7	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN1010_c5_g1_i1.p1	23	20	35	32	21	21	18	4	4	4	2	9	7	48	45	26	50	4	1	0	2	0	5	0	0	2	37	34	25	23	8	3	3	5	0	27	24	42	1	10	7	1	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN1011_c0_g1_i48.p1	1	2	0	1	3	3	3	2	2	4	6	1	4	2	0	0	0	0	0	2	1	0	0	0	1	0	9	5	7	0	3	3	3	0	1	1	2	4	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN1011_c0_g1_i49.p2	1	1	0	0	2	1	1	1	0	1	2	1	2	0	1	2	2	0	1	2	1	0	0	0	0	0	2	2	1	0	1	0	0	4	1	3	2	2	0	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN1011_c0_g1_i6.p1	1	4	1	8	4	5	5	5	2	4	10	3	4	2	0	3	4	0	0	3	3	1	5	0	1	0	20	9	10	0	4	3	4	4	1	3	6	13	0	3	1	10	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN1011_c0_g2_i12.p2	1	3	0	6	8	0	6	2	4	0	1	2	0	3	3	10	6	0	0	2	0	0	1	0	0	2	4	4	11	0	1	1	4	0	0	16	10	12	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN1011_c0_g2_i13.p1	3	1	2	2	2	1	2	1	2	0	3	1	0	4	1	1	3	0	0	1	0	0	0	0	0	2	3	3	6	2	1	1	3	0	0	7	8	9	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN1011_c0_g2_i2.p2	0	1	1	1	3	0	0	0	0	0	1	0	1	1	0	0	2	0	0	1	0	0	0	0	0	0	2	1	1	3	2	0	0	0	0	5	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN1011_c0_g2_i22.p1	9	6	4	7	6	9	6	1	2	3	7	3	1	7	7	5	11	0	3	0	0	1	0	0	0	0	3	7	12	8	2	3	3	3	0	15	27	21	1	3	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN1011_c0_g2_i24.p1	0	2	0	2	1	0	4	3	3	0	1	1	0	1	1	4	2	0	0	0	0	0	0	0	0	1	3	2	6	1	0	1	3	0	0	8	4	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN1011_c0_g2_i27.p2	0	1	1	2	3	0	0	1	1	1	3	0	1	1	0	0	2	0	0	1	0	0	0	0	1	0	5	1	1	3	2	0	0	0	0	7	3	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN1011_c0_g2_i7.p1	3	1	2	2	0	2	0	1	0	0	2	0	1	1	1	2	4	0	1	0	0	0	0	0	0	0	2	1	1	1	0	0	1	1	0	2	9	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN10131_c0_g1_i1.p1	0	0	1	0	2	0	0	0	0	0	0	0	0	1	1	4	2	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN10133_c0_g1_i2.p3	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN101406_c0_g1_i2.p1	2	0	1	0	0	1	0	4	0	2	1	0	0	0	2	1	0	1	0	0	0	0	1	0	0	0	0	0	2	0	2	2	2	3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN10140_c0_g1_i5.p1	0	1	0	1	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	2	5	6	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN10141_c0_g3_i1.p1	2	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN1014_c0_g1_i12.p1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	3	0	0	0	0	1	0	0	0	0	0
TRINITY_DN1014_c0_g2_i10.p1	0	0	1	1	0	1	2	0	0	1	2	1	1	1	1	0	0	0	0	0	1	1	1	0	1	0	4	6	5	0	2	0	0	6	0	8	3	2	0	3	2	3	3	0	5	6	11	9	7	3	2	1	0	0	2	3	0	8	9	3	6	6	2	5	5	9	1	4	1	2	2	6	0
TRINITY_DN1014_c0_g2_i13.p3	1	0	1	0	0	1	3	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	2	3	5	0	1	2	0	3	2	1	3	5	0	6	4	1	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
TRINITY_DN1014_c0_g2_i2.p2	2	2	1	0	1	1	2	0	2	2	0	1	1	5	2	1	3	0	0	0	1	1	0	0	0	0	4	6	8	1	5	2	4	3	2	20	10	1	0	4	6	0	11	0	5	9	16	10	8	3	2	2	0	1	2	3	0	10	10	3	9	8	3	6	5	10	1	4	2	2	4	6	0
TRINITY_DN1014_c0_g2_i6.p1	0	0	0	1	0	0	0	0	1	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	1	0	1	3	0	0	0	0	0	1	4	2	0	0	1	0	0	1	0	1	4	8	4	7	3	1	1	0	0	0	0	0	3	1	0	4	3	2	4	1	4	3	0	2	1	3	0	0
